ID,EVENT_DATE
1498,2004-06-20
1499,2013-03-22
1500,2018-09-03
1501,2013-08-08
1502,2019-09-07
1503,2013-07-13
1504,2008-09-02
1505,2005-01-18
1506,2010-10-24
1507,2009-03-07
1508,2017-02-07
1509,2018-08-17
1510,2013-09-09
1511,2012-11-18
1512,2009-09-15
1513,2000-09-27
1514,2013-10-03
1515,2003-10-05
1516,2017-02-05
1517,2007-07-07
1518,2007-09-16
1519,2009-10-04
1520,2018-04-21
1521,2018-08-23
1522,2004-07-24
1523,2015-12-21
1524,2014-10-28
1525,2006-01-19
1526,2011-07-07
1527,2008-09-05
1528,2007-02-01
1529,2018-09-30
1530,2008-10-17
1531,2014-09-03
1532,2007-08-11
1533,2003-05-31
1534,2016-08-23
1535,2008-01-06
1536,2009-12-10
1537,2006-05-08
1538,2016-05-13
1539,2018-07-20
1540,2008-06-08
1541,2015-08-21
1542,2018-02-20
1543,2013-11-18
1544,2010-06-10
1545,2018-05-31
1546,2003-08-16
1547,2008-03-04
1548,2014-06-11
1549,2011-08-31
1550,2010-08-10
1551,2008-09-01
1552,1998-01-09
1553,2014-11-10
1554,2006-10-16
1555,2013-08-30
1556,2008-05-05
1557,2008-08-29
1558,2004-12-20
1559,2019-03-05
1560,2018-07-19
1561,2009-07-12
1562,2012-04-21
1563,2013-03-26
1564,2002-10-13
1565,2015-01-22
1566,2019-07-08
1567,2014-11-11
1568,2005-01-11
1569,2015-10-13
1570,2012-09-01
1571,2008-10-06
1572,2019-10-30
1573,2012-01-14
1574,2017-07-16
1575,2014-01-28
1576,2019-04-14
1577,2019-05-17
1578,2008-03-22
1579,2018-09-16
1580,2010-07-24
1581,2017-07-10
1582,2001-04-01
1583,2011-05-31
1584,2014-07-12
1585,2016-03-19
1586,2016-10-28
1587,2004-10-08
1588,2018-08-14
1589,2008-06-17
1590,2005-08-23
1591,2008-12-29
1592,2004-08-07
1593,2019-02-02
1594,2004-12-08
1595,2011-07-04
1596,2002-04-09
1597,2015-01-15
1598,2005-11-10
1599,2013-07-07
1600,2005-06-17
1601,2006-10-08
1602,2010-11-15
1603,2019-02-23
1604,2015-07-02
1605,2017-03-07
1606,2006-02-19
1607,2018-09-11
1608,2009-04-28
1609,2017-03-04
1610,2017-03-21
1611,2017-01-02
1612,2017-09-04
1613,2018-09-24
1614,2014-04-29
1615,2002-04-10
1616,2002-09-19
1617,2016-03-31
1618,2010-07-16
1619,2007-02-19
1620,2018-08-27
1621,2015-02-09
1622,2004-06-08
1623,2012-07-20
1624,2018-07-18
1625,2013-02-19
1626,2018-10-01
1627,2017-05-24
1628,2011-01-24
1629,2011-07-20
1630,2014-09-03
1631,2008-05-29
1632,2019-07-01
1633,2013-11-07
1634,2012-09-08
1635,2016-07-21
1636,2007-04-06
1637,2011-12-26
1638,2014-07-24
1639,2016-10-04
1640,2013-08-12
1641,2019-01-04
1642,2011-03-26
1643,2014-04-29
1644,2008-12-05
1645,2010-06-02
1646,2012-06-24
1647,2012-06-11
1648,2005-08-11
1649,2011-08-19
1650,2009-10-18
1651,2018-10-28
1652,2007-09-30
1653,2019-07-24
1654,2010-11-17
1655,2015-04-06
1656,2010-03-31
1657,2017-03-20
1658,2011-12-04
1659,2000-11-13
1660,2019-12-31
1661,2014-07-23
1662,2011-01-28
1663,2002-04-19
1664,2013-10-03
1665,2000-12-16
1666,2002-09-09
1667,2011-07-23
1668,2003-11-28
1669,2019-11-09
1670,2015-01-31
1671,2018-04-13
1672,2000-09-27
1673,2016-12-15
1674,2014-04-22
1675,2008-11-30
1676,2010-11-28
1677,2018-08-09
1678,2011-06-28
1679,2011-04-25
1680,2016-07-20
1681,2017-08-18
1682,2019-02-04
1683,2016-04-20
1684,2006-05-23
1685,2009-08-19
1686,2000-12-14
1687,2010-11-24
1688,2002-05-16
1689,2018-09-17
1690,2019-09-16
1691,2009-05-19
1692,2018-04-09
1693,2013-02-07
1694,2019-04-09
1695,2018-07-27
1696,2000-05-27
1697,2016-10-21
1698,2001-09-22
1699,2013-04-29
1700,2018-05-12
1701,2014-11-17
1702,2007-02-26
1703,2010-11-15
1704,2011-01-16
1705,2017-09-23
1706,2018-08-26
1707,2013-01-23
1708,2016-02-10
1709,2009-07-30
1710,2017-09-04
1711,2008-10-05
1712,2009-12-05
1713,2016-02-07
1714,2011-07-17
1715,2014-06-01
1716,2014-12-05
1717,2019-05-09
1718,2019-07-28
1719,2013-12-12
1720,2004-05-30
1721,2008-11-12
1722,2019-05-26
1723,2016-01-07
1724,2011-01-03
1725,2007-02-02
1726,2007-03-27
1727,2011-08-15
1728,2019-07-24
1729,2008-08-07
1730,2007-01-27
1731,2007-07-22
1732,2005-02-28
1733,2016-05-18
1734,2011-11-02
1735,2011-02-21
1736,2007-01-19
1737,2015-12-12
1738,2017-05-16
1739,2013-03-13
1740,2015-05-18
1741,2013-06-26
1742,2009-07-11
1743,2002-01-23
1744,2014-02-01
1745,2018-08-09
1746,2012-04-01
1747,2005-05-07
1748,2016-09-27
1749,2000-12-31
1750,2014-03-18
1751,2010-07-26
1752,2013-12-07
1753,2019-06-21
1754,2011-07-23
1755,2011-05-25
1756,2019-11-26
1757,2012-03-28
1758,2003-03-18
1759,2008-08-07
1760,2009-04-08
1761,2016-02-28
1762,2008-03-26
1763,2007-02-10
1764,2017-11-13
1765,2009-11-13
1766,2016-06-01
1767,2018-02-15
1768,2010-11-01
1769,2000-03-26
1770,2018-09-05
1771,2016-10-16
1772,2007-09-22
1773,2010-05-31
1774,2013-06-28
1775,2012-07-17
1776,2012-03-24
1777,2019-12-08
1778,2003-12-16
1779,2011-05-04
1780,2004-12-21
1781,2014-06-10
1782,2011-10-22
1783,2015-09-28
1784,2016-11-22
1785,2000-02-24
1786,2018-11-13
1787,2002-12-06
1788,2018-06-11
1789,2013-03-14
1790,2005-05-31
1791,2013-09-15
1792,2012-11-23
1793,2005-09-15
1794,2016-05-03
1795,2002-01-25
1796,2014-11-06
1797,2007-05-28
1798,2017-11-19
1799,2019-01-03
1800,2014-04-27
1801,2014-11-14
1802,2014-04-23
1803,2018-10-26
1804,2013-12-27
1805,2004-08-22
1806,2009-07-31
1807,2004-01-17
1808,2010-10-02
1809,2007-05-29
1810,2000-09-28
1811,2013-03-23
1812,2006-05-06
1813,2007-07-30
1814,2012-09-05
1815,2014-02-27
1816,2012-09-26
1817,2015-01-29
1818,2015-09-29
1819,2012-05-31
1820,2013-10-07
1821,2019-02-08
1822,2013-11-13
1823,2009-10-30
1824,2018-02-03
1825,2011-06-17
1826,2006-12-11
1827,2014-09-20
1828,2013-10-16
1829,2001-10-03
1830,2006-03-24
1831,2015-10-19
1832,2019-09-26
1833,2008-12-01
1834,2013-08-22
1835,2019-12-26
1836,2012-07-06
1837,2017-07-20
1838,2018-08-08
1839,2004-07-17
1840,2002-12-05
1841,2013-08-24
1842,2015-09-04
1843,2012-11-17
1844,2014-12-21
1845,2013-02-23
1846,2019-08-23
1847,2013-05-27
1848,2016-02-07
1849,2014-01-15
1850,2009-01-12
1851,2018-11-28
1852,2019-09-06
1853,2005-07-09
1854,2016-06-17
1855,2015-09-23
1856,2006-09-19
1857,1999-02-06
1858,2017-12-05
1859,2013-04-06
1860,2011-08-29
1861,2014-12-01
1862,2018-03-27
1863,2018-01-31
1864,2019-12-16
1865,2007-01-25
1866,2008-02-24
1867,2015-10-01
1868,2002-05-13
1869,2012-05-10
1870,2002-02-16
1871,2005-11-26
1872,2018-12-19
1873,2005-02-14
1874,2007-02-18
1875,2003-08-14
1876,2019-03-22
1877,2016-11-01
1878,2005-10-12
1879,2018-02-06
1880,2011-06-19
1881,2016-02-09
1882,2006-03-26
1883,2003-02-09
1884,2004-01-29
1885,2013-11-07
1886,2007-08-23
1887,2009-06-22
1888,2011-07-22
1889,2012-04-22
1890,2013-08-29
1891,2015-07-16
1892,2010-05-10
1893,2016-08-03
1894,2017-08-27
1895,2009-06-21
1896,2014-11-14
1897,2014-08-08
1898,2008-10-15
1899,2007-04-14
1900,1999-04-11
1901,2011-05-29
1902,2014-01-27
1903,2017-12-01
1904,2004-08-19
1905,2017-11-06
1906,2016-04-17
1907,2019-01-22
1908,2018-01-15
1909,2015-03-22
1910,2018-12-17
1911,2016-07-04
1912,2011-10-31
1913,2018-01-11
1914,2008-01-08
1915,2008-08-27
1916,2017-02-22
1917,2019-11-21
1918,2004-11-16
1919,2013-10-29
1920,2013-07-22
1921,2012-02-12
1922,2017-11-03
1923,2009-04-11
1924,2013-04-03
1925,2015-10-20
1926,2007-03-10
1927,2010-08-01
1928,2017-02-03
1929,2017-01-11
1930,2018-05-03
1931,2004-02-13
1932,2002-12-13
1933,2010-10-31
1934,2011-07-01
1935,2018-09-25
1936,1998-09-11
1937,2011-11-13
1938,1999-01-04
1939,2010-07-02
1940,2007-08-01
1941,2010-08-03
1942,2013-07-26
1943,2007-04-28
1944,2004-03-31
1945,2010-09-30
1946,2019-07-15
1947,2012-08-02
1948,2010-07-21
1949,2017-09-18
1950,2016-06-06
1951,2013-06-19
1952,2008-08-16
1953,2019-09-20
1954,2006-05-18
1955,2019-08-22
1956,2007-01-14
1957,2019-08-05
1958,2018-05-18
1959,2005-08-28
1960,2007-12-20
1961,2012-06-04
1962,2000-10-18
1963,2010-05-24
1964,2016-10-05
1965,2017-03-04
1966,2015-08-19
1967,2018-12-11
1968,2004-11-04
1969,2016-08-08
1970,2008-07-28
1971,2018-10-08
1972,2004-02-13
1973,2017-05-08
1974,2014-01-02
1975,2011-10-11
1976,2018-05-28
1977,2004-09-08
1978,2016-09-13
1979,2006-10-30
1980,2004-07-24
1981,2010-11-15
1982,2005-06-26
1983,2007-06-23
1984,2011-01-10
1985,2012-09-22
1986,2017-09-01
1987,2008-01-03
1988,2004-05-13
1989,2015-05-26
1990,2013-06-19
1991,2011-11-02
1992,2016-07-29
1993,2011-08-15
1994,2006-09-26
1995,2019-02-03
1996,2012-11-22
1997,2003-09-13
1998,2017-10-11
1999,2019-07-28
2000,2011-09-12
2001,2019-06-26
2002,2012-08-16
2003,2001-08-16
2004,2015-08-14
2005,2013-11-25
2006,2007-12-16
2007,2017-06-08
2008,2019-03-07
2009,2010-07-31
2010,2010-02-18
2011,2019-07-03
2012,2006-06-23
2013,2010-11-08
2014,2006-03-14
2015,2010-05-12
2016,2017-01-07
2017,2005-01-09
2018,2013-01-10
2019,2015-08-30
2020,2013-12-22
2021,2004-01-16
2022,2019-07-28
2023,2019-07-07
2024,2001-04-01
2025,2013-10-09
2026,2018-04-22
2027,2013-01-23
2028,2019-09-07
2029,2008-12-02
2030,2019-07-19
2031,2010-12-11
2032,2002-07-30
2033,2015-03-31
2034,2015-12-09
2035,2008-07-03
2036,2005-09-19
2037,2008-06-20
2038,2002-08-09
2039,2013-07-30
2040,2006-10-23
2041,2018-12-14
2042,2005-01-12
2043,2015-06-24
2044,2017-07-22
2045,2009-11-04
2046,2006-03-04
2047,2009-11-14
2048,2002-05-09
2049,2005-12-12
2050,2009-11-11
2051,2010-07-24
2052,2019-12-12
2053,2013-08-19
2054,2004-09-25
2055,2014-07-24
2056,2019-08-07
2057,2014-01-14
2058,2008-02-24
2059,2014-10-08
2060,2018-09-10
2061,2016-11-01
2062,2007-09-01
2063,2018-01-13
2064,2012-07-22
2065,2013-12-31
2066,2014-01-13
2067,2011-07-21
2068,2013-04-10
2069,2012-11-13
2070,2012-08-22
2071,2010-04-08
2072,2011-03-07
2073,2012-12-16
2074,2016-01-10
2075,2011-01-03
2076,2008-05-03
2077,2018-11-27
2078,2003-10-01
2079,1999-11-11
2080,2018-02-06
2081,2019-04-06
2082,2009-10-01
2083,2011-03-04
2084,1999-05-19
2085,2015-02-25
2086,1998-04-13
2087,2019-10-30
2088,2015-10-31
2089,2014-01-22
2090,2010-04-18
2091,2017-06-26
2092,1999-12-12
2093,2016-12-21
2094,2018-05-12
2095,2011-04-16
2096,2013-10-07
2097,2015-02-07
2098,2019-04-09
2099,2011-01-01
2100,2008-09-13
2101,2011-06-27
2102,2013-12-01
2103,2017-08-31
2104,2016-09-01
2105,2005-06-25
2106,2006-09-02
2107,2019-07-28
2108,2014-04-29
2109,2012-09-10
2110,2015-04-06
2111,2011-04-26
2112,2012-03-22
2113,2019-12-25
2114,2018-03-07
2115,2015-12-07
2116,2019-10-19
2117,2016-09-03
2118,2017-11-25
2119,2004-01-05
2120,2019-01-10
2121,2018-08-15
2122,2016-03-14
2123,2008-11-22
2124,2012-09-21
2125,2014-06-01
2126,2004-11-04
2127,2004-08-24
2128,2008-07-05
2129,1998-01-23
2130,2009-04-27
2131,2016-12-30
2132,2003-11-27
2133,2006-09-29
2134,2015-09-02
2135,2011-01-10
2136,1999-02-01
2137,2010-05-19
2138,2016-01-23
2139,2007-06-11
2140,1999-10-24
2141,2014-08-03
2142,2018-09-02
2143,2018-09-10
2144,2018-07-28
2145,2002-08-06
2146,2016-09-11
2147,2018-10-17
2148,2017-03-11
2149,2017-01-08
2150,2006-08-12
2151,2006-06-05
2152,2016-09-03
2153,2008-02-12
2154,2013-01-23
2155,2017-02-14
2156,2017-07-31
2157,2005-07-07
2158,2017-02-03
2159,2002-12-19
2160,2006-10-17
2161,2007-11-19
2162,2014-11-02
2163,2011-08-12
2164,2017-01-31
2165,2013-06-24
2166,2011-09-26
2167,2005-11-16
2168,2013-08-20
2169,2003-05-15
2170,2005-06-17
2171,2017-02-15
2172,2019-12-29
2173,2011-06-12
2174,2010-10-13
2175,2012-06-04
2176,2009-12-23
2177,2019-01-02
2178,2008-08-24
2179,2008-09-14
2180,2014-02-08
2181,2018-09-01
2182,2017-07-29
2183,2009-08-23
2184,2012-05-16
2185,2015-08-13
2186,2016-06-25
2187,2017-05-28
2188,2008-11-13
2189,2010-02-23
2190,2018-02-26
2191,2015-07-23
2192,2017-03-12
2193,2004-03-16
2194,2017-08-12
2195,2011-08-12
2196,2019-05-13
2197,2014-02-26
2198,2008-02-29
2199,2012-11-09
2200,2013-01-16
2201,2008-02-28
2202,2012-08-06
2203,2004-12-11
2204,2004-08-01
2205,2005-12-29
2206,2017-12-18
2207,2009-12-17
2208,2007-09-21
2209,2014-09-08
2210,2013-07-04
2211,2016-11-07
2212,2004-09-03
2213,2002-05-11
2214,2017-11-11
2215,2003-01-15
2216,2018-04-24
2217,2006-10-16
2218,2008-10-13
2219,2015-11-14
2220,2010-01-16
2221,2009-06-11
2222,2017-04-30
2223,2019-05-18
2224,2014-12-18
2225,2009-01-16
2226,2006-06-09
2227,2019-12-06
2228,2015-06-24
2229,2012-12-17
2230,2017-07-15
2231,2004-12-21
2232,2002-02-25
2233,2017-12-06
2234,2015-10-01
2235,2006-08-22
2236,2013-10-16
2237,2016-05-19
2238,2012-06-10
2239,2014-09-22
2240,2017-03-20
2241,2012-08-17
2242,2008-01-21
2243,2015-07-13
2244,2018-04-15
2245,2009-02-19
2246,2016-09-06
2247,2006-08-03
2248,2017-02-24
2249,2017-07-21
2250,2015-03-22
2251,2014-01-02
2252,2019-01-11
2253,2012-11-05
2254,2013-02-09
2255,2017-08-30
2256,2008-04-01
2257,2018-12-10
2258,2011-06-30
2259,2014-02-23
2260,2013-12-31
2261,2012-09-04
2262,2012-06-02
2263,2016-06-05
2264,2011-11-30
2265,2019-10-26
2266,2015-03-05
2267,2018-12-29
2268,2011-02-25
2269,2019-09-26
2270,2019-02-13
2271,2013-12-18
2272,2010-11-16
2273,2001-06-15
2274,2001-07-26
2275,2019-10-19
2276,2019-09-05
2277,2016-09-03
2278,2016-10-28
2279,2019-05-22
2280,2011-12-27
2281,2010-05-26
2282,2011-09-02
2283,2016-08-01
2284,2011-11-07
2285,2016-12-18
2286,2012-10-14
2287,2013-03-23
2288,2006-08-18
2289,2012-09-27
2290,2017-12-02
2291,2018-06-16
2292,2018-02-08
2293,2003-09-10
2294,2009-03-16
2295,2007-10-31
2296,2016-12-15
2297,2014-03-24
2298,2009-09-06
2299,2002-10-02
2300,2018-09-30
2301,2018-06-26
2302,2018-05-21
2303,2015-08-22
2304,2018-02-01
2305,2001-06-16
2306,2008-03-20
2307,2019-10-07
2308,2017-04-14
2309,2018-11-20
2310,2019-09-24
2311,2015-05-11
2312,2011-09-05
2313,2012-01-14
2314,2012-03-18
2315,2018-12-31
2316,2016-09-30
2317,2015-07-04
2318,2015-04-04
2319,2019-01-17
2320,2012-01-19
2321,2010-07-05
2322,2013-12-03
2323,2006-11-22
2324,2017-11-24
2325,2014-04-05
2326,2002-04-29
2327,2004-11-06
2328,2017-04-19
2329,2016-09-12
2330,2008-12-19
2331,2012-11-14
2332,2017-06-07
2333,2017-07-07
2334,2007-10-28
2335,2014-05-07
2336,2010-09-25
2337,2013-12-06
2338,2018-01-23
2339,2018-02-08
2340,2012-02-18
2341,2011-03-04
2342,2006-06-09
2343,2006-06-09
2344,2007-08-11
2345,2008-04-11
2346,2008-11-06
2347,2005-04-01
2348,2012-03-25
2349,2014-03-18
2350,2010-11-21
2351,2014-02-05
2352,2012-02-04
2353,2007-04-19
2354,2019-04-24
2355,2017-11-28
2356,2016-05-31
2357,2013-06-18
2358,2017-09-05
2359,2015-09-15
2360,2016-08-27
2361,2006-01-09
2362,2019-11-06
2363,2017-11-29
2364,2016-06-23
2365,2014-06-13
2366,2010-07-13
2367,2017-07-30
2368,2019-06-04
2369,2014-05-12
2370,2017-08-31
2371,2005-02-23
2372,2018-01-24
2373,2005-05-25
2374,2017-07-07
2375,2016-10-02
2376,2014-12-03
2377,2003-04-12
2378,2014-07-21
2379,2009-12-20
2380,2004-12-01
2381,2017-09-01
2382,2009-03-07
2383,2006-03-11
2384,2016-11-02
2385,2015-12-20
2386,2001-06-29
2387,2006-08-16
2388,2013-06-29
2389,2006-09-24
2390,2010-10-31
2391,2015-12-08
2392,2005-07-17
2393,2003-07-03
2394,2014-01-17
2395,2009-09-07
2396,2017-09-09
2397,2008-02-20
2398,2018-04-03
2399,2015-08-06
2400,2003-02-14
2401,2017-01-03
2402,2012-06-17
2403,2014-02-11
2404,2017-10-20
2405,2002-01-13
2406,2018-04-16
2407,2017-06-13
2408,2013-08-16
2409,2012-11-26
2410,2019-01-03
2411,2007-09-08
2412,2017-02-04
2413,2011-10-12
2414,2017-09-11
2415,2007-05-11
2416,2015-07-18
2417,2014-07-02
2418,2019-04-17
2419,2018-04-22
2420,2019-06-08
2421,2009-11-30
2422,2014-03-20
2423,2014-11-30
2424,2008-10-29
2425,2014-11-22
2426,2017-05-18
2427,2007-03-03
2428,2017-02-14
2429,2002-11-04
2430,2012-01-16
2431,2017-10-13
2432,2015-06-28
2433,2006-07-12
2434,2010-09-23
2435,1999-04-27
2436,2013-12-30
2437,2005-10-10
2438,2017-07-13
2439,2011-12-20
2440,1999-06-06
2441,2006-08-07
2442,2017-04-05
2443,2016-05-29
2444,2016-08-07
2445,2005-07-21
2446,2019-08-20
2447,2010-10-21
2448,2018-09-28
2449,2012-06-12
2450,2005-07-28
2451,2015-02-14
2452,2017-03-07
2453,2001-07-24
2454,2001-09-26
2455,2012-12-23
2456,2009-12-26
2457,2018-05-18
2458,2006-07-22
2459,2017-05-26
2460,2015-09-17
2461,2017-02-01
2462,2014-12-13
2463,2015-03-10
2464,2015-11-10
2465,2002-05-18
2466,2009-07-27
2467,2004-09-30
2468,2019-04-12
2469,2009-05-26
2470,2012-02-02
2471,2016-09-21
2472,2010-11-26
2473,2018-03-26
2474,2006-08-24
2475,2001-09-08
2476,2006-08-18
2477,2009-08-19
2478,2018-03-31
2479,2009-03-12
2480,2012-07-02
2481,2011-08-09
2482,2008-09-19
2483,2003-01-12
2484,2016-07-26
2485,2006-04-10
2486,2003-07-26
2487,2015-01-19
2488,2012-05-09
2489,2009-02-18
2490,2003-12-11
2491,2014-11-15
2492,2019-07-25
2493,2019-11-26
2494,2005-10-13
2495,2009-10-06
2496,2012-12-20
2497,2018-10-24
2498,2008-07-27
2499,2008-03-13
2500,2015-03-27
2501,2005-06-28
2502,2002-04-17
2503,2011-01-06
2504,2014-02-04
2505,2014-01-01
2506,2014-12-08
2507,2018-05-27
2508,2018-04-10
2509,2015-09-09
2510,2003-09-08
2511,2018-11-19
2512,2009-05-22
2513,2017-08-10
2514,2018-09-19
2515,2019-12-29
2516,2009-02-12
2517,2009-02-17
2518,2011-02-06
2519,2002-12-03
2520,2018-08-31
2521,2006-08-25
2522,2018-12-16
2523,2007-01-04
2524,2018-11-09
2525,2007-02-18
2526,2008-06-16
2527,2019-06-01
2528,2010-12-10
2529,2005-04-27
2530,2008-10-23
2531,1999-07-22
2532,2019-11-19
2533,2018-12-26
2534,2015-10-29
2535,2007-02-06
2536,2012-10-01
2537,2009-05-31
2538,2005-01-30
2539,2013-06-16
2540,2011-10-06
2541,2009-07-22
2542,2018-06-12
2543,2016-12-07
2544,2012-11-05
2545,2019-11-28
2546,2011-09-30
2547,2012-06-12
2548,2010-04-02
2549,2010-03-14
2550,2000-11-11
2551,2009-08-29
2552,2007-12-26
2553,2019-09-28
2554,2018-07-28
2555,2005-05-16
2556,2009-09-26
2557,2000-10-06
2558,2012-09-05
2559,2008-03-23
2560,2014-01-10
2561,2019-11-29
2562,2015-05-25
2563,2005-02-12
2564,2017-09-09
2565,2018-12-23
2566,2011-07-04
2567,2011-06-11
2568,2016-07-14
2569,2006-02-03
2570,2010-02-26
2571,2007-02-11
2572,2014-10-10
2573,2013-10-08
2574,2019-11-15
2575,2014-03-25
2576,2018-02-23
2577,2011-09-01
2578,2018-10-14
2579,2008-11-19
2580,2016-07-29
2581,2016-07-11
2582,2019-07-22
2583,2006-07-05
2584,2017-02-09
2585,2014-08-09
2586,2016-04-02
2587,2010-10-02
2588,2000-06-19
2589,2019-05-18
2590,2009-07-06
2591,2009-10-04
2592,2015-08-27
2593,1999-12-01
2594,2009-09-05
2595,2012-06-08
2596,2007-06-07
2597,2009-08-04
2598,2010-06-19
2599,2009-07-24
2600,2014-10-03
2601,2016-10-25
2602,2015-07-07
2603,1999-07-06
2604,2011-12-02
2605,2012-10-19
2606,2008-06-08
2607,2013-03-06
2608,2005-04-19
2609,2017-03-08
2610,2010-12-03
2611,2015-02-01
2612,2007-07-30
2613,2019-08-22
2614,2011-02-17
2615,2013-09-20
2616,2013-03-16
2617,2012-03-22
2618,2006-08-11
2619,2017-03-06
2620,2006-01-25
2621,2011-02-05
2622,2018-04-26
2623,2017-08-09
2624,2014-08-18
2625,2012-07-14
2626,2017-04-19
2627,2007-10-20
2628,2018-08-07
2629,2013-02-07
2630,2005-03-27
2631,2017-07-04
2632,2006-08-21
2633,2008-12-30
2634,2012-01-21
2635,2009-08-07
2636,2010-09-25
2637,2012-05-14
2638,2015-04-01
2639,1998-03-28
2640,2006-09-05
2641,2015-09-30
2642,2008-12-09
2643,2001-08-28
2644,2010-09-21
2645,2016-09-24
2646,2019-03-07
2647,2017-11-25
2648,2018-02-17
2649,2011-03-13
2650,2017-12-06
2651,2018-06-07
2652,2019-03-11
2653,2013-09-30
2654,2019-01-30
2655,2018-10-04
2656,2019-01-25
2657,2014-07-08
2658,2003-02-26
2659,2005-09-20
2660,2004-04-30
2661,1998-11-27
2662,2009-01-08
2663,2015-07-25
2664,2014-09-19
2665,2014-10-04
2666,2014-05-13
2667,2019-09-24
2668,2016-04-18
2669,2010-09-17
2670,2002-04-29
2671,2014-09-23
2672,2014-11-23
2673,2012-07-26
2674,2019-07-14
2675,2018-02-19
2676,2006-11-02
2677,2013-05-21
2678,2010-06-24
2679,2007-11-26
2680,2017-08-13
2681,2010-01-06
2682,2002-08-07
2683,2019-11-06
2684,2008-08-06
2685,2017-01-14
2686,2019-12-04
2687,2004-05-11
2688,2016-06-27
2689,2008-11-19
2690,2018-08-19
2691,2015-08-30
2692,2013-12-17
2693,2014-10-13
2694,2005-11-26
2695,2019-11-20
2696,2013-03-19
2697,2010-07-28
2698,2018-07-28
2699,2016-12-07
2700,2019-04-09
2701,2007-06-22
2702,2013-08-30
2703,2007-12-10
2704,2015-08-17
2705,2008-07-08
2706,2007-09-07
2707,2013-10-20
2708,2004-07-30
2709,2003-06-06
2710,2015-11-22
2711,2015-06-09
2712,2015-01-20
2713,2012-10-27
2714,1999-12-23
2715,2005-11-29
2716,2002-10-05
2717,2004-06-04
2718,2018-05-06
2719,2011-01-07
2720,2006-08-05
2721,2008-12-30
2722,2012-01-10
2723,2006-09-05
2724,2009-09-23
2725,2011-09-18
2726,2015-02-01
2727,2010-03-13
2728,2016-09-29
2729,2015-06-04
2730,2017-04-20
2731,2009-11-17
2732,2006-12-08
2733,2007-07-25
2734,2008-09-28
2735,2011-02-23
2736,2017-01-21
2737,2010-09-19
2738,2000-04-02
2739,2016-09-17
2740,2003-07-01
2741,2016-07-28
2742,2016-08-12
2743,2019-02-15
2744,2017-07-22
2745,1999-01-28
2746,2006-05-29
2747,2015-01-10
2748,2006-12-29
2749,2017-05-08
2750,2008-08-21
2751,2016-11-10
2752,2013-11-30
2753,2015-05-24
2754,2016-08-11
2755,2005-09-07
2756,2014-02-08
2757,2012-11-03
2758,2005-08-27
2759,2016-01-19
2760,2011-07-24
2761,2004-07-25
2762,2005-01-01
2763,2014-02-12
2764,2012-11-22
2765,2009-03-18
2766,2007-09-13
2767,2006-12-06
2768,2013-10-04
2769,2015-07-08
2770,2018-03-23
2771,2015-05-05
2772,2016-05-26
2773,2017-11-22
2774,1998-12-29
2775,2003-10-04
2776,2013-05-07
2777,2018-10-08
2778,2013-11-15
2779,2009-06-17
2780,2006-11-26
2781,2007-11-24
2782,2017-05-27
2783,2012-06-03
2784,2003-10-04
2785,2011-04-05
2786,2008-08-07
2787,2015-04-22
2788,2016-09-09
2789,2013-12-31
2790,2000-09-20
2791,2010-03-04
2792,2004-02-29
2793,2016-08-18
2794,2003-12-20
2795,2015-01-28
2796,2016-12-11
2797,2011-05-21
2798,2014-08-22
2799,2015-07-19
2800,2014-12-03
2801,2010-05-30
2802,2012-10-22
2803,2019-02-06
2804,2003-11-24
2805,2012-08-26
2806,2019-11-12
2807,2010-07-10
2808,2001-11-25
2809,2013-09-30
2810,2015-10-08
2811,2019-12-08
2812,2008-02-16
2813,2019-04-15
2814,2015-01-26
2815,2011-03-11
2816,2012-06-29
2817,2017-03-23
2818,2013-08-27
2819,2016-10-04
2820,2015-03-15
2821,2006-08-15
2822,2007-06-04
2823,2011-06-03
2824,2009-03-14
2825,2002-06-03
2826,2004-11-08
2827,2008-03-10
2828,2018-08-11
2829,1998-10-30
2830,2018-06-06
2831,2017-10-12
2832,2012-10-15
2833,2007-07-02
2834,2013-08-09
2835,2011-04-27
2836,2017-07-26
2837,2012-02-29
2838,2005-06-15
2839,2010-10-12
2840,2010-08-29
2841,2008-05-03
2842,2018-03-18
2843,2016-04-24
2844,2019-05-09
2845,2007-04-24
2846,2017-05-17
2847,2016-02-21
2848,2009-07-25
2849,2008-07-05
2850,1998-07-24
2851,2010-11-27
2852,2017-11-30
2853,2011-09-23
2854,2011-10-23
2855,2017-08-17
2856,2019-10-31
2857,2012-11-23
2858,2015-02-17
2859,2017-01-31
2860,2015-05-06
2861,2016-11-14
2862,2018-12-27
2863,2007-12-10
2864,2007-06-05
2865,2015-09-09
2866,2016-04-03
2867,2017-11-23
2868,2009-09-30
2869,2015-07-30
2870,2006-12-23
2871,2016-09-12
2872,2009-07-16
2873,2019-08-14
2874,2002-07-22
2875,2008-02-04
2876,2014-02-06
2877,2017-11-06
2878,2019-10-02
2879,2016-06-17
2880,2016-04-04
2881,2007-10-10
2882,2018-12-02
2883,2005-11-24
2884,2016-11-27
2885,2006-11-23
2886,2010-08-31
2887,2007-12-05
2888,2017-12-28
2889,2013-12-11
2890,2014-01-06
2891,2013-07-01
2892,2013-11-24
2893,2015-11-19
2894,2005-04-23
2895,2019-07-03
